run_id,gradient_strength_T_m,pulse_duration_s,detected_y_mm,temperature_k,system_status
95143,0.9538,1.0,-0.6854458936886649,1.9955130350147299,OK
47965,0.1307,4.0,-1.266004293687762,1.941220251440504,OK
22545,0.9174,2.0,0.15219388598404404,2.045981799890717,OK
38784,0.0435,1.0,0.9503609499639575,2.165784502267711,OK
11122,0.6918,1.0,-0.4036305231544727,1.9268645679389735,OK
15204,0.7875,3.0,5.877553054607782,2.0117912065619312,OK
95171,0.8129,5.0,18.545805949509145,2.0041265881200503,OK
50372,0.9432,3.0,,2.0555672280564727,OK
17629,0.9176,2.0,-4.123978006698678,1.95954294351681,OK
44172,0.4873,4.0,-7.768564555275162,1.9194526637086766,OK
74838,0.4375,4.0,1.4233561707501712,1.871575562631506,OK
89235,0.7484,2.0,-5.646853008445795,2.099462518025966,OK
23329,0.5196,4.0,-11.140191671277641,1.9174385317176466,OK
13823,0.874,4.0,-0.653391066396033,2.1069155468398777,OK
64979,0.9077,2.0,-1.5305799034087655,2.024512718580071,OK
11774,0.4711,4.0,8.684469335794311,1.9188521886469823,OK
49105,0.1614,5.0,-1.665914581546658,1.9506216691188731,OK
80061,0.2925,3.0,1.537696955008104,2.0929444186478836,OK
18588,0.7551,3.0,-6.861596166092935,1.9888807118504654,OK
75745,0.7562,5.0,-19.466537507243867,2.0239165095777354,OK
10197,0.0151,2.0,1.497175620661848,1.842891533287476,OK
69012,0.0612,3.0,2.4500661274504436,1.9776536246868004,OK
36035,0.7219,2.0,-3.0188486398407406,1.961723663530175,OK
63907,0.3523,4.0,-4.896397849523949,2.047288269244888,OK
60299,0.7861,4.0,,2.090454213916271,OK
12516,0.2713,4.0,4.559109130745593,2.0281903071510614,OK
39659,0.5094,1.0,0.8000630003044169,1.9448911419468822,OK
57336,0.986,5.0,,1.9928493145156532,OK
46318,0.7377,4.0,-14.219526971165122,1.9647767434063539,OK
25904,0.4368,3.0,-4.312228811901385,2.040649804513238,OK
72121,0.1447,3.0,,2.0418691378984826,OK
21158,0.3784,4.0,-1.9521023810789382,1.8903081089899425,OK
26198,0.6264,1.0,-0.17510067393869597,2.125387685659543,OK
40196,0.1356,3.0,2.7244910209485065,2.0531903563196776,OK
15063,0.0552,1.0,-0.725690398119891,2.024543270831149,OK
91784,0.8779,5.0,-7.488110549080166,1.9988296766228781,OK
49400,0.0092,4.0,1.6897797228236264,2.017613090112312,OK
71825,0.6489,4.0,19.276987189964952,2.0310206443782355,OK
24815,0.2291,1.0,-1.0402449265262885,2.0207765460392757,OK
97013,0.408,5.0,7.997788089663568,1.9707846617230365,OK
34221,0.5072,3.0,-3.2854092989056447,1.9535202289570563,OK
62735,0.2866,2.0,0.05204404311995792,2.0639398425138893,OK
82357,0.604,4.0,4.134077774781664,1.9888368929790066,OK
47211,0.5725,2.0,-1.1671846702894568,1.9879614688412475,ERROR_SYNC
89768,0.3437,3.0,-0.5024525026369235,1.9152352467430935,OK
76562,0.2441,3.0,-3.978169301544511,2.018077696197117,OK
44855,0.9098,5.0,,1.9020283278074543,OK
31612,0.5935,3.0,0.3553909764985028,1.9961509153527783,OK
74201,0.9445,2.0,,1.9882873839318904,OK
37193,0.355,4.0,-0.4642444843469771,1.9814543144634633,OK
54307,0.9922,2.0,-1.2454582675284218,2.0210528813302733,OK
67944,0.6154,2.0,-1.3194916375928365,2.013627136834297,OK
64989,0.3798,3.0,-1.389545812575988,2.0635444778679757,OK
99840,0.3086,3.0,-5.2566850129398,2.0015601353929147,OK
71610,0.7224,1.0,0.5113517817060097,1.9312300564387423,OK
46676,0.3306,5.0,-0.8755674618909921,2.0257273732293273,OK
60219,0.0907,1.0,0.16556288359243942,1.9888469748566349,OK
90195,0.028,2.0,0.5990947137289809,2.0321723827263747,OK
69345,0.3099,5.0,-2.6758693706148264,2.026032481594193,OK
75715,0.6646,1.0,0.4024242923297905,1.9818602248950854,OK
38016,0.8649,4.0,-14.483814588315907,1.857011689238275,OK
44438,0.4804,2.0,3.601867756198467,1.9512091673511165,OK
45823,0.9209,5.0,24.33297372058561,1.852695928360074,OK
87947,0.7505,4.0,-12.89978464875951,2.052538446937226,OK
15382,0.9082,5.0,-1.576721378623431,2.03847479243021,OK
94203,0.7992,3.0,1.544691571726552,1.9575534914329207,OK
56219,0.5447,3.0,4.103811938776082,1.9387187149627751,OK
49643,0.0316,2.0,1.1667947255866256,1.9848133828192198,OK
58080,0.2593,5.0,-6.055553653300857,2.0352775500675104,OK
39787,0.1036,2.0,-2.577619515276659,2.04760728777364,OK
35930,0.4341,1.0,-0.45861329534878237,1.897387157548082,OK
21905,0.1158,1.0,0.9872083737576443,2.0275751000455497,OK
38722,0.7797,2.0,-0.06562670161971479,2.0157606914595028,OK
57543,0.207,2.0,-0.04251198959293387,2.0231741893848256,OK
87569,0.5906,2.0,-5.808747408646094,2.0219634623683795,OK
81256,0.7889,1.0,-0.7098156065033755,2.006919620306787,OK
25617,0.3071,5.0,-8.213657112781771,1.9611967090649753,OK
49514,0.4367,4.0,6.1127766348855275,2.034867447738254,OK
60171,0.5087,1.0,0.24296277990709353,1.9750450123209933,OK
95531,0.8109,3.0,-22.18120421924622,2.0010194195208353,OK
77473,0.6479,4.0,-8.894401114101004,2.0080053216783473,OK
72007,0.8932,4.0,-14.303533681674386,2.0081243207501007,OK
32758,0.4509,1.0,-1.1235705076610771,1.984419315474961,OK
69368,0.4497,3.0,2.0911926999741057,1.9983570916299638,OK
96869,0.5696,1.0,-0.32140751905130577,2.005947280314245,OK
64399,0.7739,4.0,-0.009891764749970285,2.0116385087962323,OK
87036,0.6958,1.0,-0.3554115776780672,2.0280375329112252,OK
18793,0.4408,1.0,-0.09192039215466286,2.0589826218861846,OK
43592,0.7749,2.0,-0.7377602728249286,1.9186874295630698,OK
43106,0.8746,3.0,1.1024951756468266,2.040635089180594,OK
10386,0.887,1.0,-0.7773566305062731,2.0584903859866612,OK
67924,0.231,3.0,0.9884723300851046,1.9098397716563569,OK
89473,0.8694,2.0,3.4904655105584244,2.0136848308357687,OK
20551,0.2259,3.0,-0.7867809702221853,2.048187669871883,OK
48757,0.8463,5.0,23.767747522423566,2.036878266954012,OK
65235,0.6932,2.0,1.398584621128427,1.9987069619584494,OK
42643,0.653,1.0,0.6071782353611178,1.9649182349798737,OK
90579,0.7015,1.0,,1.9925522474543023,ERROR_SYNC
16979,0.9221,1.0,-0.332677250426103,1.9818254727361795,OK
83612,0.7365,2.0,38.00383102305953,1.948831476382022,OK
25182,0.804,3.0,-0.3493593922364876,1.9933451498087071,OK
41849,0.1873,5.0,1.4261786520466422,2.0133163915562395,OK
32789,0.0381,2.0,,2.00146093324498,OK
77667,0.7903,3.0,-17.25769592742875,2.0141585799736075,OK
89099,0.6514,1.0,,1.9654497265646196,OK
56501,0.4283,1.0,1.1932481265072952,1.9766050862440259,OK
96185,0.811,3.0,0.5044351750957266,1.9749090181562383,OK
64703,0.55,2.0,0.025353443013132998,1.9722831287531544,OK
62650,0.3229,1.0,-37.00721860936054,2.0003341951361113,OK
30559,0.1849,4.0,,1.966176160469834,OK
83481,0.2036,3.0,1.9892630552330948,1.9450327414533402,OK
36367,0.1177,4.0,-5.279715824557707,1.986504107742644,OK
97850,0.5869,3.0,2.6809173071190733,1.9266301054733277,OK
47663,0.1795,4.0,0.7900015050299557,1.9235642027367699,OK
85106,0.5397,3.0,3.175015786453293,1.9970554117745098,OK
60056,0.6205,5.0,-16.44770429055454,1.9425947539816757,OK
66521,0.2296,5.0,-1.167323736942362,2.044770343373381,OK
17058,0.2177,3.0,0.13485945488854884,1.9752753255230513,OK
81437,0.837,2.0,4.980882028922586,2.0129507917043696,OK
83431,0.2885,3.0,-1.4676480270953944,1.9665770330913548,OK
56655,0.3588,2.0,-2.3858461850623183,1.9336425149764487,ERROR_SYNC
54280,0.2384,4.0,7.064256251622174,2.030834222016102,OK
14888,0.7466,4.0,4.155675822075068,1.9911013126266182,OK
49420,0.5895,4.0,-27.789671744242384,1.9321967349759128,OK
11504,0.3448,3.0,4.87911830290861,1.9865698129688425,OK
31266,0.5118,1.0,-1.086340507767249,1.976137725785996,OK
64366,0.8599,4.0,14.574532540272447,1.8885834743773342,OK
65470,0.8257,1.0,-0.9499875863102509,1.9943679846488396,OK
50954,0.7341,5.0,17.468127873541405,1.9508662214307233,OK
46789,0.0948,3.0,-0.2902636729179625,2.036195905385894,OK
54982,0.9544,5.0,0.7983183358255008,1.9967360428470529,OK
18059,0.2004,4.0,-0.5070211699479799,1.983227689931885,OK
53343,0.1908,5.0,3.995330814074908,1.8984100149876066,OK
45229,0.4301,3.0,4.672890875234449,2.0304947734534142,ERROR_SYNC
12462,0.1822,1.0,-1.5911898585748103,1.9426776421861212,OK
16149,0.7739,3.0,,1.9746192440447177,OK
71942,0.7111,4.0,1.9622946701847694,2.0344973844388736,OK
82653,0.7849,1.0,0.527758970623942,2.028065354510514,OK
58004,0.8373,5.0,-20.857128434991616,2.059119987812954,OK
81203,0.1957,2.0,,1.9815594146272866,OK
63253,0.781,1.0,-0.2874605262454047,1.948902512313678,OK
11739,0.7161,1.0,0.4318468130174544,1.9462578999613351,OK
92131,0.4259,1.0,-0.2954567500876014,1.9982516065670666,OK
52139,0.949,3.0,,2.01188552151527,OK
66554,0.5172,2.0,-1.0372402468719892,2.001101133746944,OK
49634,0.7046,5.0,32.41662368694882,2.0644781251163797,OK
91573,0.6404,2.0,2.147783316066315,1.9268653493421612,OK
78664,0.2373,3.0,0.4656952426363829,2.0140382614722787,OK
59455,0.5287,5.0,2.284515771938153,2.0506130893073298,OK
44634,0.2893,1.0,,1.9642080711032415,OK
25923,0.4023,3.0,-6.679449059687003,1.9997367572030003,OK
76306,0.9861,4.0,1.2601172212237284,2.018716121214701,OK
43107,0.0848,5.0,3.9725787812894326,2.0120536018842605,OK
21571,0.7925,5.0,-38.623117836960255,1.9287739643430972,OK
90669,0.8356,2.0,,1.9482436425273344,OK
68019,0.8105,1.0,-0.906369391564843,1.9970631208440424,OK
28180,0.8659,1.0,0.7804479911490279,1.9895766778512867,OK
84735,0.4282,5.0,,2.0069177759722017,OK
24323,0.7209,5.0,-18.472616786586933,2.0476523568305742,OK
92546,0.1853,5.0,0.5884023445207913,1.9800429632499585,OK
96685,0.323,1.0,1.746636720591683,1.996623518065335,OK
77144,0.0333,4.0,-12.763845408593712,2.037773027574782,OK
10199,0.0882,3.0,2.1457671765075714,1.922942144755875,OK
18681,0.712,3.0,,1.9131228736990271,OK
69728,0.9451,5.0,26.52152670618018,1.9585297955074459,OK
63650,0.0233,1.0,0.01369958435749874,1.992178212027383,OK
67336,0.5836,1.0,-0.2502803783182382,2.019006326153236,OK
41617,0.3604,4.0,-6.621700813214947,1.9718256690710714,OK
98181,0.5944,3.0,0.9183054288280436,1.9846898874240433,OK
58863,0.321,5.0,-1.7400577440802374,1.984327052645483,ERROR_SYNC
47626,0.8727,3.0,-15.956952418116204,2.033239174769475,OK
77417,0.1461,3.0,0.7185597425847627,2.0270683699784198,OK
98558,0.4482,1.0,-0.6143156274769112,2.038739013671357,OK
15457,0.841,3.0,-13.716286913611716,2.0154022639786033,OK
98777,0.3906,3.0,-3.2755417821353965,1.9708992645986936,OK
24544,0.8512,2.0,8.215981374608816,1.9594213628760484,OK
89297,0.9629,4.0,1.537282080737062,1.9593734532482978,OK
28736,0.4672,5.0,-2.5417998896864353,1.9700172904297082,OK
92074,0.0628,5.0,-1.4002045457532704,1.9866320346230077,OK
98421,0.2548,4.0,,2.0295809703411836,OK
30759,0.8568,5.0,41.827313769609894,1.9797879032796484,OK
85626,0.5154,1.0,-0.4802574593953721,1.9470041329155872,OK
35789,0.551,5.0,7.31079675971381,1.9546169782812963,OK
45664,0.5644,5.0,0.41398981964896947,1.9349278835070587,OK
78632,0.1115,2.0,-1.9017476325051874,1.991993607752157,OK
19315,0.4797,4.0,-6.613810433083314,2.0019244215497913,OK
59098,0.2143,1.0,-0.16614154952345872,1.993755227838773,OK
57783,0.0294,1.0,0.10789510706807648,2.015507641764318,ERROR_SYNC
78914,0.5893,2.0,-2.7387189782435195,2.0532351224048773,OK
24709,0.6024,5.0,18.61925285609914,2.0291427336015726,OK
37860,0.2518,2.0,-0.11684576327294283,2.024067873968122,OK
45357,0.0512,5.0,1.8608340552937772,2.0165341996232864,OK
10835,0.2705,4.0,6.289972518136598,1.9901218011248458,OK
99831,0.4926,1.0,,2.0569122971613605,OK
89097,0.8107,3.0,-5.682861074149316,1.9248720093778657,OK
99129,0.5115,3.0,1.0585403635025856,1.987548051120005,OK
23304,0.8956,3.0,,1.9967553920957244,ERROR_SYNC
14838,0.7873,3.0,-6.005319338323771,2.017476071774779,OK
48243,0.2381,2.0,-0.1855891198165095,1.9763587675266978,OK
85409,0.6536,3.0,5.609370493539378,1.9752940578537306,OK
91062,0.1986,1.0,0.13181035313076045,1.957957803029087,OK
34891,0.2917,5.0,-2.304810356136506,1.8996114640887838,OK
35900,0.9556,2.0,-3.4299592203263605,1.9798375454662338,OK
29745,0.7189,3.0,-14.642880792516502,2.0170976280534085,OK
11338,0.3242,2.0,-0.06747668483222513,2.0340448585480764,OK
83538,0.2504,2.0,2.434888594143022,2.017017306249616,OK
49268,0.0743,3.0,0.1582847856097538,1.9931477463566554,OK
71031,0.3958,3.0,0.8126997883591499,2.062746450669962,OK
52925,0.9587,2.0,,1.9865189916249668,OK
49625,0.743,3.0,-2.2450413048731463,1.9941319570942264,OK
14066,0.5302,3.0,-1.049449613915883,2.0700836151330257,OK
76966,0.0992,5.0,-0.0053448051629659266,2.060302970389352,OK
81414,0.3572,1.0,,2.015193383586975,OK
45324,0.2234,2.0,1.2502010215192119,2.0587228782954545,OK
97624,0.6238,1.0,-0.9250385567279757,2.0968214415355737,OK
31428,0.3864,5.0,-8.431528109325905,2.0153227235061126,OK
50570,0.5741,1.0,0.16987068042199216,2.0497408502246905,OK
97954,0.7569,4.0,-7.92820667949134,2.026482925789259,OK
69993,0.1072,3.0,,1.9223377891957136,OK
22449,0.381,5.0,-9.702034871343866,1.9356164849257178,OK
91223,0.689,3.0,3.1968247634189977,2.031356727970789,OK
27319,0.8681,3.0,-2.7087856271494757,2.0716457767243304,OK
23592,0.9868,3.0,-9.39049328501049,2.0468213933361743,ERROR_SYNC
55894,0.9593,1.0,0.7090158749267844,2.026875607919728,OK
48384,0.1515,3.0,-2.240593154295271,1.9010931783067977,OK
43310,0.0302,1.0,-0.21637083161413198,2.004506977739172,OK
49088,0.599,5.0,0.1439827519470953,2.054560993931841,OK
20674,0.4589,3.0,5.41694343435175,1.9736314785110942,OK
51737,0.0312,1.0,-0.5530005463794851,1.9711625980288972,OK
38509,0.9918,4.0,1.1069702217406872,1.9885935442433602,OK
59155,0.016,3.0,,1.9982345054171786,OK
99088,0.3068,3.0,,2.0161268857366066,OK
14909,0.9845,4.0,3.31358602596108,1.9618253789999411,OK
99944,0.706,4.0,-20.55462980842362,1.9869114471809577,OK
49356,0.8594,2.0,-0.4697417381520506,1.9744832796109666,OK
28494,0.7723,2.0,0.553476984042989,2.0101771571150313,OK
32272,0.8233,5.0,-2.077775952413062,2.0042783824302592,OK
47394,0.2292,4.0,2.5461616562667753,2.006043725382737,OK
67162,0.2332,3.0,-5.20861916219366,2.0347069454336086,ERROR_SYNC
20323,0.3761,1.0,0.7803994043939781,2.020305880546922,OK
47233,0.1168,2.0,-2.706079333442294,2.093379689081218,OK
15832,0.3628,1.0,-0.08267803772906104,2.023252453434139,OK
87802,0.184,1.0,-0.4381378800821332,1.9984985807761002,OK
80472,0.143,4.0,0.07923394728547667,2.070558097373366,OK
72443,0.3466,3.0,1.707509461450202,2.0374323132624133,OK
83874,0.6765,2.0,1.7412977719556875,2.069238152103107,OK
38671,0.6093,2.0,2.3114233085721794,1.9691928424372938,OK
14326,0.7075,5.0,1.1233412384720811,1.9987891013248438,OK
23514,0.7371,3.0,-4.908040865724065,2.0083237111939227,OK
32221,0.505,2.0,-1.6824888515708971,2.051190773910323,OK
32661,0.5682,1.0,2.277351178161125,1.9793730775185543,OK
13563,0.1576,1.0,-0.2842622101638602,1.9435229345821834,OK
84779,0.103,2.0,-0.5812736554163087,2.0107254408753974,OK
57432,0.0318,4.0,-1.2306693335646628,2.0263295080526835,OK
44539,0.676,1.0,1.1139477855750681,2.014340648783212,OK
52119,0.2459,2.0,-0.038630272743181204,1.9799849508350886,OK
91426,0.2858,1.0,48.6797760841822,2.0482261740510097,OK
50201,0.1258,4.0,3.2770075323497183,2.055710513438629,OK
59263,0.7592,2.0,-3.936718337350044,1.9833938322908025,OK
97112,0.2645,1.0,-0.704185894575539,2.0177419590112757,OK
50975,0.9075,3.0,1.1400517649224808,1.937838663935414,OK
26326,0.9892,3.0,-9.490040904587309,1.9883293444173158,OK
87208,0.5803,1.0,-1.892090042837277,2.0839386537843607,OK
91239,0.9462,2.0,-4.028343321094577,2.0531957611615383,OK
72291,0.8157,2.0,,1.9898225271062462,OK
47188,0.3434,4.0,,1.9213260206724276,OK
57568,0.8442,2.0,0.40125422588468396,1.9930982829122594,OK
69309,0.7816,2.0,-4.23095404571386,1.966267927624805,OK
88047,0.6339,2.0,-2.054395107589802,1.9916854318167823,OK
44837,0.9837,4.0,29.826244087004497,2.0212865964629185,OK
40636,0.4267,2.0,-1.3524156262436895,1.9228009768921104,OK
70665,0.5553,3.0,-11.167308818401231,2.009204012938766,OK
36851,0.5683,5.0,11.223251510205456,2.0562094576658825,OK
78477,0.8528,4.0,-14.011986985594696,1.98978991658407,OK
27792,0.6379,5.0,0.8115298836987477,1.9766145862095017,OK
93484,0.0916,4.0,3.3233437732277142,2.0400735396717598,OK
60664,0.8137,3.0,6.1888749491003,1.977767687568829,OK
29974,0.7772,4.0,,2.0604075211908754,OK
14386,0.3062,3.0,,1.971161706638745,OK
23196,0.7106,2.0,-4.073738702989163,2.0251891524016465,OK
73788,0.0677,4.0,,2.08025016525858,OK
24869,0.5965,1.0,1.8542937218493631,1.937509688060686,OK
98074,0.3675,4.0,0.0574229544038265,2.008028396780912,OK
63559,0.4848,4.0,-8.924779344166286,1.9973956930719687,OK
16295,0.0278,2.0,0.8933073943684953,2.004274764628137,OK
58758,0.5991,3.0,-6.158847655788601,2.0058429689993713,OK
82039,0.0947,4.0,4.48495399526041,1.9969462864308347,OK
88132,0.6018,1.0,0.8525268739812727,2.081600314537064,OK
93963,0.2089,2.0,0.9148507620288586,1.9932595449619877,OK
59398,0.578,5.0,26.58701167703106,1.99198159977609,OK
96905,0.7988,3.0,8.016319154071665,2.0468059029000525,OK
79207,0.5988,1.0,2.153271097296736,2.055899262442919,OK
13981,0.984,5.0,-1.1081579052795658,1.9929571226283544,OK
60986,0.364,5.0,0.867574158024981,1.9162663167675846,OK
54365,0.933,4.0,14.512115312295597,2.042324396581943,OK
38333,0.0275,4.0,-2.067316355869465,1.905213680160272,OK
80307,0.6441,5.0,28.628910970230088,1.9014918909529226,OK
14421,0.6339,5.0,1.1107100170119217,1.9509971810941638,OK
76328,0.2466,2.0,2.753912481583851,1.947805896106513,OK
35375,0.3276,1.0,0.4454621379740007,1.9914442884251051,OK
50629,0.3354,5.0,4.339042765686907,1.9909065667201047,OK
15795,0.7869,1.0,1.5363077774928346,2.0711698722472094,OK
45462,0.1545,5.0,1.2155552117614095,1.985830865024737,OK
55036,0.9934,4.0,-15.600748764662372,1.968766842599218,OK
74372,0.8247,3.0,-9.537789234672909,1.996858869331308,OK
40229,0.4908,4.0,9.34959955510248,2.016971310454691,OK
41108,0.9985,3.0,10.319890400133563,2.040723161807817,OK
